Mean,Median,Mode,Kurtosis,Skewness,Standard Deviation,Variance,Standard Error,Max,Min,Sum,Range,2nd Quartile,RMS,Count,Shape Factor,Impulse Factor,K Factor,Condition
0.001038928,0,-0.051349103,1.428546241,-0.078932927,0.162730243,0.026481132,0.002971529,0.68112725,-0.82363003,3.116782686,1.50475728,0,0.16273356,3000,1.300485637,6.582041385,0.197580896,Flank Wear
0.000292301,-0.001863961,-0.037880488,0.681156797,-0.030582237,0.164151267,0.026945638,0.002997478,0.61871463,-0.68353236,0.876903288,1.30224699,-0.001863961,0.164151527,3000,1.290253552,5.372658257,0.2401518,Flank Wear
-9.91E-05,0.002164599,0.043773007,1.430507573,-0.209303205,0.14390934,0.020709898,0.002627851,0.62568945,-0.76735044,-0.29727158,1.39303989,0.002164599,0.143909375,3000,1.290229751,6.879735043,0.187540616,Flank Wear
-0.001601002,0.004329199,0.12302139,0.465404116,-0.174093315,0.140786392,0.019820808,0.002570825,0.5443967,-0.56255531,-4.803005317,1.10695201,0.004329199,0.140795495,3000,1.283386644,5.127834329,0.250278492,Flank Wear
0.00485688,0.008417886,-0.005652009,0.770895247,-0.045705077,0.139453836,0.019447372,0.002546492,0.67667776,-0.65262669,14.5706387,1.32930445,0.008417886,0.139538388,3000,1.282493919,6.219328797,0.206210985,Flank Wear
-0.000808237,-0.000481023,-0.096805684,0.352891692,-0.011457815,0.153288275,0.023497295,0.002799115,0.54620051,-0.54884619,-2.424712022,1.0950467,-0.000481023,0.153290406,3000,1.282472082,4.591806711,0.279295746,Flank Wear
-0.00015076,6.01E-05,0.004810221,0.557122306,-0.039114245,0.148661799,0.02210033,0.002714633,0.63398707,-0.62905657,-0.452281349,1.26304364,6.01E-05,0.148661875,3000,1.280174057,5.459461601,0.234487235,Flank Wear
-0.001215823,0.00162345,0.000601278,1.750775236,-0.076317173,0.180614045,0.032621433,0.003298096,0.85778254,-0.91273934,-3.647469923,1.77052188,0.00162345,0.180618137,3000,1.318670607,6.663796678,0.197885781,Flank Wear
-0.001827483,-0.004930476,-0.066862062,1.773011755,-0.02591606,0.187499514,0.035156068,0.003423828,0.74137521,-0.95326543,-5.482448696,1.69464064,-0.004930476,0.187508419,3000,1.344652518,6.836017097,0.196701164,Flank Wear
7.48E-05,-0.00456971,-0.020323182,2.116911316,0.122532741,0.163744612,0.026812298,0.002990052,0.77300245,-0.7430588,0.224396593,1.51606125,-0.00456971,0.163744629,3000,1.346861512,6.35823755,0.211829379,Flank Wear
-0.00072931,-0.001082299,-0.051228847,0.668142581,0.097730816,0.121978952,0.014878865,0.002227392,0.57205546,-0.48511073,-2.187928729,1.05716619,-0.001082299,0.121981133,3000,1.288228768,6.041412176,0.213233054,Flank Wear
-0.000685897,0,-0.011544529,0.213690248,-0.022066696,0.110662573,0.012246205,0.00202075,0.43616673,-0.40057111,-2.057692051,0.83673784,0,0.110664698,3000,1.266714246,4.992546128,0.25372109,Flank Wear
-0.006968246,-0.006553926,-0.12735058,1.430660231,-0.015401292,0.291505799,0.084975631,0.005323031,1.0726792,-1.1515667,-20.90473724,2.2242459,-0.006553926,0.291589073,3000,1.350860516,5.334925529,0.253210754,Nose Wear
0.000140258,-0.002344983,-0.045817349,1.672508545,0.096335028,0.268846523,0.072278453,0.004909262,1.1166927,-1.1150091,0.420774483,2.2317018,-0.002344983,0.268846559,3000,1.375960304,5.715248251,0.2407525,Nose Wear
-5.03E-05,-0.001382939,-0.033190522,1.177092514,-0.016826609,0.210108398,0.044145539,0.003836676,0.86547893,-0.93053716,-0.15104023,1.79601609,-0.001382939,0.210108404,3000,1.312100961,5.811089314,0.225792599,Nose Wear
0.003265338,0.003848176,0.050266806,2.41690324,-0.04542989,0.217773267,0.047425196,0.003976641,1.3330324,-1.2947911,9.796014194,2.6278235,0.003848176,0.217797747,3000,1.339341062,8.197444916,0.163385186,Nose Wear
0.000676197,0.000962044,-0.083337069,0.630204342,-0.046747354,0.192421346,0.037025974,0.003513703,0.64432901,-0.77769238,2.028590422,1.42202139,0.000962044,0.192422534,3000,1.28944573,5.211406894,0.247427567,Nose Wear
0.002223645,0.006914692,0.040285598,0.301003812,0.039336055,0.184623592,0.034085871,0.003371312,0.71768492,-0.71095061,6.670933817,1.42863553,0.006914692,0.184636983,3000,1.272364051,4.945685731,0.257267469,Nose Wear
0.000819301,-0.006072904,-0.19890262,0.167552039,0.079176545,0.193707892,0.037522747,0.003537196,0.67715877,-0.71768492,2.457902184,1.39484369,-0.006072904,0.193709624,3000,1.263460207,4.681059809,0.269909007,Nose Wear
-0.000991827,0.000120256,0.042690706,0.296973329,-0.019391247,0.196677362,0.038681985,0.00359142,0.73115349,-0.78130007,-2.975482104,1.51245356,0.000120256,0.196679863,3000,1.26975402,5.044028859,0.251734091,Nose Wear
-0.000821265,-0.003908304,0.098850034,0.193320067,0.049936056,0.203730807,0.041506242,0.003720219,0.76710993,-0.84058601,-2.463794928,1.60769594,-0.003908304,0.203732462,3000,1.263794737,5.214329447,0.242369561,Nose Wear
-0.000421776,0.001863961,0.009139419,0.30144906,0.000940181,0.187630039,0.035205032,0.003426211,0.68533617,-0.73175478,-1.265328203,1.41709095,0.001863961,0.187630513,3000,1.273313213,4.965892888,0.256411735,Nose Wear
-0.002053162,-0.002645621,-0.003848176,0.142744625,0.003202605,0.187737918,0.035245526,0.003428181,0.78105956,-0.76013511,-6.159487134,1.54119467,-0.002645621,0.187749144,3000,1.25994725,5.241535709,0.2403775,Nose Wear
0.000493088,0.003246899,-0.078166083,0.582051068,-0.008991079,0.190387107,0.03624725,0.003476557,0.78358489,-0.78105956,1.479262874,1.56464445,0.003246899,0.190387745,3000,1.27813401,5.260456736,0.242970159,Nose Wear
0.001857627,0.002284855,-0.12362266,0.041461439,0.004901291,0.190015375,0.036105843,0.003469769,0.68629819,-0.60837263,5.572881063,1.29467082,0.002284855,0.190024455,3000,1.263130198,4.561960036,0.276883223,Nose Wear
0.000135768,-0.001322811,-0.14009768,0.179961069,0.080679694,0.198282064,0.039315777,0.003620722,0.75472361,-0.65635461,0.407305473,1.41107822,-0.001322811,0.198282111,3000,1.268472213,4.828201212,0.262721489,Nose Wear
-0.000452161,0.001563322,0.00937993,0.512006204,0.003391601,0.194496195,0.03782877,0.00355159,0.78009748,-0.77372396,-1.356481789,1.55382144,0.001563322,0.19449672,3000,1.28375664,5.148957367,0.24932361,Nose Wear
-0.002121708,0.003607665,0.049425017,0.643641198,-0.212216501,0.191433706,0.036646864,0.003495668,0.649019,-0.83349097,-6.365123641,1.48250997,0.003607665,0.191445463,3000,1.289592529,5.614464359,0.229691106,Nose Wear
-0.00035796,-0.001382939,-0.02573468,0.177313309,-0.09453881,0.207426189,0.043025624,0.003787698,0.69519711,-0.66825986,-1.073881428,1.36345697,-0.001382939,0.207426498,3000,1.26869691,4.252081738,0.298370772,Nose Wear
9.30E-05,-0.000180384,-0.086944737,0.185541583,0.000828396,0.198938303,0.039576448,0.003632705,0.68232977,-0.62460715,0.278992382,1.30693692,-0.000180384,0.198938325,3000,1.273335358,4.367356687,0.291557445,Nose Wear
0.002182477,0.002284855,-0.01419015,0.407420089,-0.022761604,0.204395124,0.041777367,0.003732349,0.95675284,-0.79765481,6.547431107,1.75440765,0.002284855,0.204406775,3000,1.266460389,5.927834687,0.213646374,Nose Wear
-0.000863956,0.001322811,-0.004088687,0.66214522,-0.12093204,0.192214396,0.036946374,0.003509924,0.7001276,-0.82819974,-2.591866884,1.52832734,0.001322811,0.192216338,3000,1.288395535,5.551291108,0.232089348,Nose Wear
2.73E-05,0.001984216,0.091153681,0.199072242,-0.080350506,0.197805045,0.039126836,0.003612012,0.73512197,-0.74570441,0.082014571,1.48082638,0.001984216,0.197805046,3000,1.270216017,4.788582,0.265259322,Nose Wear
0.000766268,0.005712137,-0.032709498,0.398200228,-0.149169122,0.210446924,0.044287908,0.003842858,0.82627565,-0.83673787,2.298804575,1.66301352,0.005712137,0.210448319,3000,1.27310966,5.061855894,0.251510451,Nose Wear
-0.001472048,-0.000841789,-0.16799696,0.480881679,-0.039971021,0.196890016,0.038765678,0.003595303,0.81328803,-0.78550899,-4.416143078,1.59879702,-0.000841789,0.196895519,3000,1.285984361,5.311830827,0.24209814,Nose Wear
0.001061696,0.013107851,-0.12458471,0.259765407,-0.188810323,0.192515112,0.037062068,0.003515415,0.70662141,-0.81725645,3.185087607,1.52387786,0.013107851,0.19251804,3000,1.26598645,5.374226714,0.235566253,Nose Wear
0.001013553,-0.001142427,-0.0294626,-0.038013637,-0.025711614,0.2009192,0.040368525,0.003668877,0.64757591,-0.64805698,3.040660481,1.29563289,-0.001142427,0.200921756,3000,1.254838596,4.047381062,0.310037176,Nose Wear
0.003008472,0.008898908,0.075400203,0.350850556,-0.044757675,0.207192769,0.042928844,0.003783436,0.84202909,-0.78262287,9.025416396,1.62465196,0.008898908,0.20721461,3000,1.275501044,5.183075578,0.246089609,Nose Wear
-0.000768272,0.006734308,-0.018278837,-0.085760988,-0.160684149,0.18818537,0.035413734,0.003436352,0.68521589,-0.68317157,-2.304816813,1.36838746,0.006734308,0.188186939,3000,1.252509788,4.560569481,0.274638901,Nose Wear
-0.00038141,0.005952648,-0.017196538,0.468097384,-0.17291844,0.196970118,0.038797227,0.003596765,0.65767741,-0.72502047,-1.144231132,1.38269788,0.005952648,0.196970487,3000,1.286529914,4.735534433,0.27167576,Nose Wear
0.000864597,0.008357759,-0.10810971,0.046229894,-0.100207909,0.200832098,0.040333532,0.003667287,0.66777885,-0.69627941,2.593791048,1.36405826,0.008357759,0.200833959,3000,1.257288671,4.358945163,0.288438745,Nose Wear
-0.001117134,0.000661406,-0.12554675,0.244687364,-0.061288424,0.206737519,0.042740402,0.003775123,0.85814333,-0.72550148,-3.351401377,1.58364481,0.000661406,0.206740538,3000,1.265174125,5.251513558,0.240916092,Nose Wear
-0.000711592,0.005231115,0.005411498,0.238978858,-0.13907231,0.19855708,0.039424914,0.003625744,0.6919502,-0.69964659,-2.134776021,1.39159679,0.005231115,0.198558355,3000,1.282305887,4.518374165,0.283798074,Nose Wear
-0.00200975,0.003908304,-0.059526477,0.385467725,-0.189458228,0.198564111,0.039427706,0.003625872,0.67427266,-0.7857495,-6.029251418,1.46002216,0.003908304,0.198574282,3000,1.278458752,5.058803766,0.252719578,Nose Wear
-0.000302443,0.002585494,0.000962044,0.093246045,-0.088922205,0.202321849,0.04093413,0.00369449,0.64036059,-0.70157069,-0.907328316,1.34193128,0.002585494,0.202322075,3000,1.271043485,4.407461996,0.288384446,Nose Wear
0.002339772,0.006373542,0.060007501,0.391526282,-0.068720453,0.223630082,0.050010413,0.004083589,0.82026285,-0.82182616,7.019314574,1.64208901,0.006373542,0.223642322,3000,1.281640497,4.709688583,0.272128502,Nose Wear
-0.001333473,-0.003547537,-0.011905296,0.413737684,-0.061048086,0.207723918,0.043149226,0.003793135,0.85790282,-0.76049584,-4.000419932,1.61839866,-0.003547537,0.207728198,3000,1.277105736,5.274356707,0.242134881,Nose Wear
-0.001345459,0.004088688,-0.15344603,0.296806794,-0.131406187,0.208807735,0.04360067,0.003812926,0.80210429,-0.71095061,-4.036375863,1.5130549,0.004088688,0.20881207,3000,1.277932625,4.908888852,0.260330324,Nose Wear
-0.000770958,0.002164599,-0.12290113,0.09983195,-0.108058899,0.214023433,0.04580603,0.003908167,0.73909038,-0.68906409,-2.312874374,1.42815447,0.002164599,0.214024821,3000,1.263958895,4.364820182,0.289578686,Nose Wear
0.001335438,-0.000661406,-0.18844038,0.580599293,-0.052361152,0.220042006,0.048418484,0.004018069,0.84154809,-0.76975554,4.00631255,1.61130363,-0.000661406,0.220046058,3000,1.289877723,4.933031491,0.261477699,Nose Wear
0.001922004,0.003066516,-0.10426153,0.629080029,-0.08912708,0.204800582,0.041943278,0.003739753,0.84359241,-0.76614785,5.766010879,1.60974026,0.003066516,0.204809601,3000,1.297600284,5.344699406,0.24278265,Nose Wear
-0.002301811,0.002405111,0.072634332,0.442278044,-0.163876288,0.205115032,0.042072176,0.003745495,0.69976681,-0.76686943,-6.905432027,1.46663624,0.002405111,0.205127947,3000,1.282094641,4.79310207,0.267487448,Nose Wear
-0.0007152,0.000300639,-0.037158955,0.235569041,-0.080515399,0.207511457,0.043061005,0.003789255,0.82747817,-0.65803814,-2.145599301,1.48551631,0.000300639,0.207512689,3000,1.266105625,5.048726264,0.250777237,Nose Wear
0.002516347,0.006854565,-0.004930476,0.367651093,-0.080273122,0.217709068,0.047397238,0.003975468,0.85020649,-0.76434404,7.549039947,1.61455053,0.006854565,0.21772361,3000,1.276647842,4.985285163,0.256083213,Nose Wear
0.001641648,0.002826004,0.030905666,0.362266965,-0.128179641,0.206868495,0.042794574,0.003777514,0.86968786,-0.76266044,4.924944084,1.6323483,0.002826004,0.206875009,3000,1.275775964,5.363271636,0.237872711,Nose Wear
-0.002653839,-0.002886132,-0.035475377,0.287153181,-0.029179171,0.207263778,0.042958274,0.003784732,0.85285211,-0.70866573,-7.961516143,1.56151784,-0.002886132,0.207280767,3000,1.277256815,5.255244782,0.24304421,Nose Wear
-0.000707383,0.008417887,-0.21044715,0.224751843,-0.123310319,0.207432753,0.043028347,0.003787818,0.8384214,-0.7941674,-2.122148478,1.6325888,0.008417887,0.207433959,3000,1.264085951,5.109272924,0.247410144,Nose Wear
0.001259316,0.002886132,0.12037577,0.208580534,-0.108050914,0.220718476,0.048716646,0.004030421,0.75676793,-0.79597121,3.777947241,1.55273914,0.002886132,0.220722069,3000,1.276911231,4.604816292,0.27729906,Nose Wear
-0.000960962,0.001863961,0.065058231,0.393287536,-0.107277009,0.221327592,0.048985903,0.004041544,0.83986449,-0.796332,-2.882885477,1.63619649,0.001863961,0.221329678,3000,1.280320945,4.858345731,0.263530225,Nose Wear
-0.003131373,0.0021646,-0.036076654,0.501538209,-0.143783947,0.217579004,0.047340623,0.003973093,0.77673036,-0.77083784,-9.394120094,1.5475682,0.0021646,0.217601536,3000,1.286223906,4.59118614,0.280150677,Nose Wear
0.002578679,0.005170987,-0.15681319,0.138417159,-0.084349692,0.209371484,0.043836418,0.00382322,0.71708363,-0.8001802,7.73603717,1.51726383,0.005170987,0.209387363,3000,1.260127632,4.815616206,0.261675262,Nose Wear
0.001068951,0.003788048,-0.31266433,0.577718731,-0.036929749,0.222078003,0.049318639,0.004055247,0.85802311,-0.83938348,3.206853451,1.69740659,0.003788048,0.222080575,3000,1.294436444,5.001141509,0.258828198,Nose Wear
0.001532015,0.010822996,-0.013228106,0.316560931,-0.156575603,0.21401133,0.045800849,0.003907946,0.74149549,-0.77913547,4.596045512,1.52063096,0.010822996,0.214016813,3000,1.273038163,4.634538627,0.274684983,Nose Wear
-0.002553987,0.003788049,-0.067703851,0.238884281,-0.189670299,0.214505705,0.046012697,0.003916973,0.74209678,-0.73283708,-7.661959631,1.47493386,0.003788049,0.214520909,3000,1.273006494,4.403738667,0.289074032,Nose Wear
0.002066511,0.003367154,-0.058564436,0.424308425,-0.096730505,0.221036758,0.048857248,0.004036233,0.77673036,-0.80294603,6.19953241,1.57967639,0.003367154,0.221046417,3000,1.290567647,4.687957311,0.27529424,Nose Wear
-0.000757369,0.003006388,-0.12229986,0.555377394,-0.064927307,0.226078861,0.051111651,0.004128305,0.87233347,-0.81942105,-2.272107925,1.69175452,0.003006388,0.226080129,3000,1.300723461,5.01886041,0.259167093,Nose Wear
-0.000231812,0.001382939,-0.14526866,0.912849093,-0.107854957,0.21616846,0.046728803,0.003947336,1.0314316,-0.86259282,-0.69543718,1.89402442,0.001382939,0.216168584,3000,1.299987589,6.202789757,0.209581114,Nose Wear
-0.002406433,0.00402856,-0.10895149,0.648782354,-0.127105457,0.215092484,0.046264777,0.003927688,0.79067999,-0.95386672,-7.219298826,1.74454671,0.00402856,0.215105945,3000,1.290538379,5.722768895,0.225509435,Nose Wear
0.001839749,0.008417887,-0.037158955,0.18985877,-0.221618273,0.219546836,0.048200813,0.004009027,0.67475367,-0.85766232,5.519246776,1.53241599,0.008417887,0.219554544,3000,1.266190591,4.946214907,0.255991827,Nose Wear
0.000399489,0.004930476,-0.073355861,0.051765227,-0.093219944,0.213720789,0.045676576,0.00390264,0.72429895,-0.78935719,1.198466604,1.51365614,0.004930476,0.213721162,3000,1.263695163,4.667328456,0.270753424,Nose Wear
0.000885722,0.008718525,-0.018399093,0.437676168,-0.155197739,0.209404669,0.043850315,0.003823826,0.86547893,-0.79248381,2.657165835,1.65796274,0.008718525,0.209406542,3000,1.275917524,5.273377431,0.241954524,Nose Wear
-0.000859586,0.002705749,-0.049545269,0.586300419,-0.099252802,0.213669968,0.045654855,0.003901712,0.81076264,-0.86439663,-2.578758985,1.67515927,0.002705749,0.213671697,3000,1.290147979,5.219219854,0.247191729,Nose Wear
0.001292587,0.003667793,0.015753472,0.286898457,-0.082752547,0.211796233,0.044857644,0.003867497,0.78033805,-0.8433519,3.877759989,1.62368995,0.003667793,0.211800177,3000,1.266760394,5.044022155,0.251140926,Nose Wear
-0.00151999,0.002585494,-0.044614796,0.075256793,-0.099926411,0.211863121,0.044885982,0.003868719,0.76783144,-0.65455073,-4.55996919,1.42238217,0.002585494,0.211868573,3000,1.264281767,4.581874867,0.275931099,Nose Wear
-0.000386661,-0.000601278,-0.16799696,0.30044823,-0.085236231,0.206721305,0.042733698,0.003774827,0.71624184,-0.90191633,-1.159984345,1.61815817,-0.000601278,0.206721667,3000,1.278223288,5.576824509,0.22920271,Nose Wear
0.000156612,-0.002465238,-0.057842903,0.729596203,-0.057947405,0.205743943,0.04233057,0.00375698,0.94677162,-0.72706485,0.469837258,1.67383647,-0.002465238,0.205744002,3000,1.283988594,5.908526841,0.217311121,Nose Wear
0.003310153,0.007215331,-0.15440808,0.225923659,-0.084355551,0.208243626,0.043365408,0.003802625,0.79320538,-0.78466719,9.930459876,1.57787257,0.007215331,0.208269932,3000,1.26105989,4.802803163,0.262567473,Nose Wear
-0.001095287,0.004088688,0.028620811,0.576239098,0.004142078,0.219674835,0.048257033,0.004011364,0.92704976,-0.806674,-3.2858614,1.73372376,0.004088688,0.219677566,3000,1.294018098,5.460817824,0.236964158,Nose Wear
-0.001110079,-0.001322811,0.033431031,0.186246324,-0.000549541,0.20602984,0.042448295,0.0037622,0.78562927,-0.74137521,-3.330236039,1.52700448,-0.001322811,0.20603283,3000,1.267018969,4.831303757,0.262251978,Nose Wear
-0.002529896,-0.00240511,0.086583972,0.469597485,-0.078785031,0.205912914,0.042400128,0.003760065,0.72610277,-0.83060485,-7.589686735,1.55670762,-0.00240511,0.205928455,3000,1.290392384,5.204750223,0.2479259,Nose Wear
0.001696765,0.002886132,0.002886132,0.380481771,-0.021712895,0.214596326,0.046051583,0.003918628,0.84792161,-0.73536247,5.090295478,1.58328408,0.002886132,0.214603034,3000,1.287523,5.087153498,0.253093012,Nose Wear
-0.001313952,0.003908304,0.048703484,0.659383241,0.004879914,0.228907725,0.052398747,0.004179961,0.91466343,-0.82483256,-3.941855507,1.73949599,0.003908304,0.228911496,3000,1.294188312,5.171198216,0.250268556,Nose Wear
2.62E-05,0.00751597,-0.040526107,0.713350842,-0.112957812,0.202428349,0.040977237,0.003696435,0.9048025,-0.93775249,0.078526784,1.84255499,0.00751597,0.202428351,3000,1.275576749,5.909129167,0.215865437,Nose Wear
0.000749913,0.002465238,0.010582485,0.450759646,-0.139551556,0.197256693,0.038910203,0.003601998,0.67631698,-0.69122869,2.249740121,1.36754567,0.002465238,0.197258119,3000,1.285235072,4.503699831,0.285373164,Nose Wear
0.002506125,0.00240511,0.26251778,0.139308011,-0.063839761,0.212251413,0.045050662,0.003875809,0.73007119,-0.7555654,7.518374772,1.48563659,0.00240511,0.212266207,3000,1.266353777,4.507609145,0.280936908,Nose Wear
0.001391837,0.003667793,-0.098008245,0.288633905,-0.012419328,0.219493491,0.048177393,0.004008053,0.81557286,-0.76843274,4.175512051,1.5840056,0.003667793,0.219497904,3000,1.279608605,4.754551329,0.269133409,Nose Wear
-0.002134455,0.004689965,0.041367896,0.289046256,-0.085771075,0.203808809,0.041538031,0.003721643,0.76193893,-0.7900787,-6.403365749,1.55201763,0.004689965,0.203819986,3000,1.264632626,4.902165496,0.257974282,Nose Wear
-0.001251138,-0.003667793,-0.10089438,0.162627737,-0.055516526,0.204007594,0.041619099,0.003725273,0.67751956,-0.72393817,-3.753414273,1.40145773,-0.003667793,0.204011431,3000,1.271456961,4.511787511,0.281807811,Nose Wear
0.001936555,0.004569709,0.018399093,0.148549046,-0.076611846,0.207505531,0.043058546,0.003789147,0.67162704,-0.81701595,5.809664007,1.48864299,0.004569709,0.207514568,3000,1.266455633,4.986225613,0.25399084,Nose Wear
-7.93E-05,0.000360767,0.042810962,0.376785301,0.02302899,0.204492465,0.041817168,0.003734127,0.75520462,-0.73235607,-0.237864673,1.48756069,0.000360767,0.20449248,3000,1.283092399,4.738547393,0.270777581,Nose Wear
-0.000735002,0.000120256,-0.071672283,0.232522716,-0.065430291,0.198050002,0.039223803,0.003616485,0.67944366,-0.73452067,-2.205005665,1.41396433,0.000120256,0.198051366,3000,1.270644505,4.712487833,0.269633482,Nose Wear
0.000406824,6.01E-05,-0.30027801,0.689115477,-0.021076456,0.196914389,0.038775276,0.003595748,0.78430647,-0.81689572,1.2204732,1.60120219,6.01E-05,0.196914809,3000,1.292149603,5.360447427,0.241052565,Nose Wear
0.000583841,0.002104472,0.001803833,0.022407994,0.000245893,0.20049087,0.040196589,0.003661056,0.66621554,-0.67643726,1.751521515,1.3426528,0.002104472,0.20049172,3000,1.25838739,4.245662201,0.296393667,Nose Wear
0.000273141,0.008898908,0.000120256,0.397080747,-0.101211042,0.209412446,0.043853572,0.003823968,0.76999605,-0.93342328,0.819421564,1.70341933,0.008898908,0.209412624,3000,1.268676563,5.654922884,0.224349048,Nose Wear
-0.00171304,0.002645621,0.076723017,0.421705211,-0.160334193,0.185273625,0.034326316,0.003383182,0.62099946,-0.68257028,-5.139119372,1.30356974,0.002645621,0.185281545,3000,1.282616378,4.725110761,0.271446838,Nose Wear
-0.000491765,0.006133032,-0.097046196,0.212602197,-0.096816577,0.194471961,0.037819344,0.003551148,0.69207048,-0.70024782,-1.475294945,1.3923183,0.006133032,0.194472583,3000,1.273364854,4.585072871,0.277719654,Nose Wear
0.00060705,-0.00054115,-0.085621923,0.271971567,0.024125395,0.211842124,0.044877086,0.003868335,0.87798548,-0.76037562,1.821149999,1.6383611,-0.00054115,0.211842994,3000,1.272528743,5.274008531,0.241283027,Nose Wear
0.001048027,0.00697482,-0.026215702,0.313130675,-0.079738166,0.204796195,0.041941481,0.003739673,0.76831245,-0.82543385,3.144080649,1.5937463,0.00697482,0.204798876,3000,1.28012704,5.159501896,0.248110586,Nose Wear
-0.001439338,-0.000300639,-0.036437422,0.328118966,-0.086110673,0.189563355,0.035934265,0.003461514,0.62629074,-0.74883109,-4.318014877,1.37512183,-0.000300639,0.189568819,3000,1.272832904,5.027919974,0.253152976,Nose Wear
-0.000479258,0.005652009,0.017076284,0.276353798,-0.124699408,0.186656828,0.034840772,0.00340844,0.64348727,-0.65274692,-1.437774597,1.29623419,0.005652009,0.186657444,3000,1.267272299,4.43169088,0.285956835,Nose Wear
-0.00012262,0.001803833,0.066140532,0.25467619,-0.019129619,0.199698093,0.039879328,0.003646579,0.70445681,-0.75087541,-0.367861285,1.45533222,0.001803833,0.19969813,3000,1.276934965,4.801342221,0.265953749,Nose Wear
0.002514904,0.004329199,-0.044855308,-0.070612978,-0.048572228,0.204783108,0.041936121,0.003739434,0.67908287,-0.75147671,7.544710926,1.43055958,0.004329199,0.20479855,3000,1.256708082,4.611296585,0.27252814,Nose Wear
-0.000494611,0.002044344,-0.066381045,0.125061326,-0.073784668,0.189307583,0.035837361,0.003456844,0.62232226,-0.65262669,-1.48383244,1.27494895,0.002044344,0.189308229,3000,1.256851901,4.332907769,0.290071233,Nose Wear
-0.000882996,0.006072904,-0.007576097,0.310525056,-0.11325695,0.195796718,0.038336355,0.003575339,0.73259658,-0.71034932,-2.648988431,1.4429459,0.006072904,0.195798709,3000,1.275860913,4.773735976,0.267266753,Nose Wear
-0.001112724,-0.00240511,-0.055317536,0.376467328,-0.090087577,0.195430258,0.038192986,0.003568647,0.73139405,-0.75869203,-3.338172645,1.49008608,-0.00240511,0.195433425,3000,1.275415875,4.951291505,0.257592564,Nose Wear
0.000120937,-0.000120256,-0.073957138,0.044092261,-0.075624846,0.20485587,0.041965928,0.003740763,0.66994345,-0.74943233,0.362811198,1.41937578,-0.000120256,0.204855906,3000,1.255036763,4.591349816,0.273348103,Nose Wear
-0.000314589,0.001924088,-0.016114239,0.751487008,-0.063084464,0.179524424,0.032229019,0.003278199,0.7052986,-0.71431774,-0.943765733,1.41961634,0.001924088,0.1795247,3000,1.297259651,5.161716371,0.251323311,Nose Wear
0.001928818,0.004930476,-0.14370534,0.450907154,-0.046304958,0.199233822,0.039694116,0.003638102,0.70265293,-0.72538126,5.786454441,1.42803419,0.004930476,0.199243159,3000,1.27826706,4.653765661,0.274673706,Nose Wear
0.000335753,0.003246899,0.13372412,0.359263901,-0.074327868,0.196246434,0.038512663,0.003583551,0.73415989,-0.77853417,1.007260454,1.51269406,0.003246899,0.196246721,3000,1.282452961,5.087643997,0.252072071,Nose Wear
0.001015277,0.004810221,-0.043773007,0.159951258,-0.092531006,0.194152172,0.037695066,0.003545308,0.74438161,-0.70854551,3.045831402,1.45292712,0.004810221,0.194154826,3000,1.262248346,4.839408187,0.260827006,Nose Wear
-0.000313306,0.002705749,0.030785412,0.587795868,-0.105523329,0.184484245,0.034034437,0.003368768,0.71383673,-0.74293858,-0.939916954,1.45677531,0.002705749,0.184484511,3000,1.290335147,5.196315699,0.248317312,Nose Wear
-0.000331905,0.009560313,-0.091273934,0.246115035,-0.161233021,0.189980127,0.036092448,0.003469125,0.71804565,-0.81653494,-0.99571591,1.53458059,0.009560313,0.189980417,3000,1.267749711,5.448782319,0.23266661,Nose Wear
0.000795691,0.007576098,-0.13071774,0.125280789,-0.03112347,0.204871389,0.041972286,0.003741046,0.64733541,-0.70710242,2.387071866,1.35443783,0.007576098,0.204872934,3000,1.268934499,4.37962515,0.289735869,Nose Wear
-0.000933944,0.002525365,-0.068305135,0.06809077,-0.14078251,0.195242669,0.0381197,0.003565221,0.62316406,-0.63494909,-2.801832969,1.25811315,0.002525365,0.195244903,3000,1.255373866,4.082557243,0.307496942,Nose Wear
-0.002153897,-0.002344983,0.055077024,0.363285582,-0.094392011,0.190563978,0.03631463,0.003479786,0.75893253,-0.68569696,-6.461689641,1.44462949,-0.002344983,0.19057615,3000,1.280142933,5.097920786,0.251110793,Nose Wear
-0.00055991,0.007155203,-0.09187521,-0.049770483,-0.116199664,0.193769221,0.037546511,0.003538316,0.66934216,-0.59742939,-1.679728975,1.26677155,0.007155203,0.19377003,3000,1.253814241,4.331065718,0.289493238,Nose Wear
-0.00010342,0.0010823,-0.060127757,0.297548477,-0.023705522,0.198266868,0.039309751,0.003620445,0.76783144,-0.80378783,-0.310258914,1.57161927,0.0010823,0.198266895,3000,1.263843031,5.12370786,0.246665709,Nose Wear
-0.000867884,0.004389326,-0.092356235,0.209293199,-0.040633337,0.196656433,0.038673753,0.003591037,0.79212308,-0.78154057,-2.603652776,1.57366365,0.004389326,0.196658348,3000,1.263709568,5.090114537,0.248267413,Nose Wear
-0.00022584,0.000240512,0.031025922,0.328559238,-0.073767311,0.190863264,0.036428786,0.003485251,0.68257028,-0.70650113,-0.677520075,1.38907141,0.000240512,0.190863398,3000,1.271306343,4.705875403,0.270152997,Nose Wear
